masked	src
отърад[_]нѣе бѫдетъ содомомъ ли гоморѣнемь вь день сѫдънꙑи н[_]же [_]радоу т[_]моу	отърадьнѣе бѫдетъ содомомъ ли гоморѣнемь вь день сѫдънꙑи неже градоу томоу
любꙙи҅[_]о҅ть҆ца и҅ ма[_][_]ре и҅ли братиѭ̑ и҅ли женѫ и҅ли чꙙда паче мене н[_]стъ мене достои҅нъ	любꙙи҅ о҅ть҆ца и҅ матере и҅ли братиѭ̑ и҅ли женѫ и҅ли чꙙда паче мене нѣстъ мене достои҅нъ
о҅тъвѣшташꙙ же ѥ҅[_]оу жидове	о҅тъвѣшташꙙ же ѥ҅моу жидове
ѣко к[_]то слꙑша	ѣко къто слꙑша
ꙇ ѣко приближи сѧ видѣвъ гр[_]дъ пла[_]а сѧ о немь[_]г҃лѧ ѣко	ꙇ ѣко приближи сѧ видѣвъ градъ плака сѧ о немь г҃лѧ ѣко
ꙇ оу[_]асѫ сѧ вь[_]и ꙇ сътѧѕахѫ сѧ къ себѣ г҃лѭште	ꙇ оужасѫ сѧ вьси ꙇ сътѧѕахѫ сѧ къ себѣ г҃лѭште
По се[_]ь ѣви сѧ пакꙑ и҃с оученикомъ [_]вои[_]ъ на мори таворьѣ҅дьсцѣмь	По семь ѣви сѧ пакꙑ и҃с оученикомъ своимъ на мори таворьѣ҅дьсцѣмь
Азъ[_]же поставленъ есмъ цр҃ъ о[_]ъ него[_]Надъ сіономъ горѫѫ с[_]҃ѫѭ его Възвѣщаѩ повелѣнье гн҃е	Азъ же поставленъ есмъ цр҃ъ отъ него Надъ сіономъ горѫѫ ст҃ѫѭ его Възвѣщаѩ повелѣнье гн҃е
Рече же	Рече же
[_]ъ тъ часъ[_]исцѣли [_]ъногꙑ отъ недѫгъ ꙇ ранъ [_] д҃хъ зълъ ꙇ мъногомъ слѣпомъ [_]арова прозьрѣние	въ тъ часъ исцѣли мъногꙑ отъ недѫгъ ꙇ ранъ и д҃хъ зълъ ꙇ мъногомъ слѣпомъ дарова прозьрѣние
ꙇ отъвѣщавъ и҃съ рече им[_]	ꙇ отъвѣщавъ и҃съ рече имь
благословь[_]͑нъ г͆ь и͑же не дастъ н[_]с[_] на о̑уловениѥ зѫбомъ и͑хъ	благословьѥ͑нъ г͆ь и͑же не дастъ насъ на о̑уловениѥ зѫбомъ и͑хъ
и҅ въшедꙿшемъ вꙑше мѫжа[_]тог[_] ст꙯аа҅го видѣ[_]ꙙ и҆ стоѧ҅шть҆ съ дьвѣма о҄ученикома ѥ҅го м[_]литвѫ[_]шест[_]аго часа творꙙшта	и҅ въшедꙿшемъ вꙑше мѫжа того ст꙯аа҅го видѣшꙙ и҆ стоѧ҅шть҆ съ дьвѣма о҄ученикома ѥ҅го молитвѫ шестааго часа творꙙшта
възьми	възьми
и идѫ вꙑ [_]нѫ весь	и идѫ вꙑ инѫ весь
ꙇ [_]ъпросишѧ и	ꙇ въпросишѧ и
и҅ вь҆л[_]ꙁъ вь҆ н[_]е събравъ кости п[_]ложи вь҆ ѥ҅дꙿномь ѫ҅гь҆лѣ	и҅ вь҆лѣꙁъ вь҆ н҄е събравъ кости положи вь҆ ѥ҅дꙿномь ѫ҅гь҆лѣ
нъ о҅тъ мѣст[_][_]бѣа҅хѫ ненарочитъ	нъ о҅тъ мѣстъ бѣа҅хѫ ненарочитъ
не[_]можетъ дрѣво добро плода зъла творит[_] ни дрѣво зъло добра пл[_]да твор[_]ти	не можетъ дрѣво добро плода зъла творити ни дрѣво зъло добра плода творити
въ сѫботѫ же и҅ вь нед[_]л҄ѫ прь҆вѣѥ вь҆сѣхъ въхожд[_]аше в[_] [_]ръкꙿве и҅ по вь҆сѣ[_][_] и҅схождааше послѣжде ꙗ҅рѣ[_]и҅ съ страхомъ и҅ съ вь҆сѣмъ гов[_]нии҅мъ стоѧ вь҆ пѣт[_]и҆ по глаголаноуо̑ум[_]у въ ѱалмѣхъ	въ сѫботѫ же и҅ вь недѣл҄ѫ прь҆вѣѥ вь҆сѣхъ въхождааше вь цръкꙿве и҅ по вь҆сѣхъ и҅схождааше послѣжде ꙗ҅рѣ и҅ съ страхомъ и҅ съ вь҆сѣмъ говѣнии҅мъ стоѧ вь҆ пѣтии҆ по глаголаноуо̑умоу въ ѱалмѣхъ
диѣпсал	диѣпсал
родъ тв[_]и ꙇ архиереи прѣдашѧ тѧ мь[_]ѣ	родъ твои ꙇ архиереи прѣдашѧ тѧ мьнѣ
о҅вꙑ же [_]ь҆нѣ ꙁатвориш[_] сꙙ по троудѣхъ ве[_]икꙑи҅хъ по несь҆вѣдь҆[_]ꙑи҅хъ потѣхъ и҅ тꙙжьц[_]и҆ рати о҅нои҆ на [_]҅стъс[_]во бѣсꙙшти сꙙ и҅ побѣдахъ ѧ҅же сътворишꙙ и҅ посрамив[_]шꙙ сꙙ и҅ свѣштамъ о҄[_]гасъшамъ о҅тъхож[_]аа҅хѫ долоу по[_]икꙿше	о҅вꙑ же вь҆нѣ ꙁатворишꙙ сꙙ по троудѣхъ великꙑи҅хъ по несь҆вѣдь҆нꙑи҅хъ потѣхъ и҅ тꙙжьцѣи҆ рати о҅нои҆ на ѥ҅стъство бѣсꙙшти сꙙ и҅ побѣдахъ ѧ҅же сътворишꙙ и҅ посрамивъшꙙ сꙙ и҅ свѣштамъ о҄угасъшамъ о҅тъхождаа҅хѫ долоу поникꙿше
вьсѣхъ бо сихъ ѩ҃зци ищ[_]тъ	вьсѣхъ бо сихъ ѩ҃зци ищѫтъ
се дроугаѣ дъва пр[_]обрѣтъ има	се дроугаѣ дъва приобрѣтъ има
по дъвою̑ же дь҆ни[_]̑ о̑учинивъ цѣсарь [_]оѧ своѧ[_]и҅схождаа҅ше на рать	по дъвою̑ же дь҆нию̑ о̑учинивъ цѣсарь воѧ своѧ и҅схождаа҅ше на рать
ꙇ наше бѫдетъ достоѣ[_]ие	ꙇ наше бѫдетъ достоѣние
радоуи[_]е сѧ съ мън[_]ѭ ѣко об[_]ѣтъ овъцѫ моѭ погꙑбъшѫѭ	радоуите сѧ съ мъноѭ ѣко обрѣтъ овъцѫ моѭ погꙑбъшѫѭ
то[_]како то ѥ҅стъ раꙁоумѣти	то како то ѥ҅стъ раꙁоумѣти
Съш[_][_]ъшоу же емоу [_]ъ горꙑ вь слѣдъ его идѫ народи мъноѕи	Съшедъшоу же емоу съ горꙑ вь слѣдъ его идѫ народи мъноѕи
[_]гда же прихождѫ азъ ꙇнъ прѣжде мене вълази[_]ъ	егда же прихождѫ азъ ꙇнъ прѣжде мене вълазитъ
ѣко добро	ѣко добро
Въсі пѫтіе гн҃і мі[_]остъ и с[_]іна: възіск[_]ѭ[_]темъ завѣта его и съвѣдѣнеи его	Въсі пѫтіе гн҃і мілостъ и стіна: възіскаѭштемъ завѣта его и съвѣдѣнеи его
Ѡправъданиѣ твоѣ с[_]хранѭ	Ѡправъданиѣ твоѣ съхранѭ
б҃лгослвнъ грѧдꙑ [_]ъ імѧ г҃не	б҃лгослвнъ грѧдꙑ въ імѧ г҃не
Знаменеі нашіхъ не відѣхом[_]	Знаменеі нашіхъ не відѣхомъ
а҅лꙿченъ бо бѣхъ и҅ дасте ми[_]ꙗ҅с[_]е	а҅лꙿченъ бо бѣхъ и҅ дасте ми ꙗ҅сте
Ꙇ вьлѣ[_]ъшоу емоу въ корабь по н[_]мь и[_]ѫ оученици его	Ꙇ вьлѣзъшоу емоу въ корабь по немь идѫ оученици его
ꙇ оставьше и вьси бѣжа[_]ѧ	ꙇ оставьше и вьси бѣжашѧ
и ръпътаахѫ кънижъници ихъ и фарисѣи к[_] оученикомъ[_]его г҃л[_]ще	и ръпътаахѫ кънижъници ихъ и фарисѣи къ оученикомъ его г҃лѭще
и҅ тѣмь҆ ѥ҅г[_] прѣбра	и҅ тѣмь҆ ѥ҅го прѣбра
и͑ црькъвънааго тѣла [_]е прѣзь͗рите[_]растрь͗заѥ͑ма	и͑ црькъвънааго тѣла не прѣзь͗рите растрь͗заѥ͑ма
Рече же емоу п[_]латъ	Рече же емоу пилатъ
тъгда[_]о҄убо видѣхъ сꙙ ꙗ҅к[_] вь҆нидохъ о҄устꙑ мои҅ми	тъгда о҄убо видѣхъ сꙙ ꙗ҅ко вь҆нидохъ о҄устꙑ мои҅ми
не оуби	не оуби
а҅леѯандръ реч[_]	а҅леѯандръ рече
и͑ ставʼъше прѢдъ пак[_]стьникы р[_]шⱕ	и͑ ставʼъше прѢдъ пакостьникы рѢшⱕ
Н[_]коѥ҅го бо старѣ[_]҅[_]инꙑ наре[_]енааго того града и҅мѫштоу сн꙯ъ е҅дночꙙдъ того о҄умъръш[_] вь҆нѣ града погребошꙙ	Нѣкоѥ҅го бо старѣи҅шинꙑ нареченааго того града и҅мѫштоу сн꙯ъ е҅дночꙙдъ того о҄умъръша вь҆нѣ града погребошꙙ
[_]҃ла имъ и҃с	г҃ла имъ и҃с
И врагъ м[_]іхъ далъ [_]і ес хрібетъ	И врагъ моіхъ далъ мі ес хрібетъ
а҅ште ли ѥ҅же о҅ страсти тъчь҆ѭ̑ не вѣси [_]омоу тꙙ[_]нао̑уч[_]	а҅ште ли ѥ҅же о҅ страсти тъчь҆ѭ̑ не вѣси томоу тꙙ нао̑учѫ
не бо ꙁаповѣда сего нъ [_]҅ꙁвол҄е[_]иимъ сл[_]шꙙштии҅мъ повелѣ	не бо ꙁаповѣда сего нъ и҅ꙁвол҄ениимъ слꙑшꙙштии҅мъ повелѣ
[_]҅ божь҆ство просиꙗ҅ше сꙙ	и҅ божь҆ство просиꙗ҅ше сꙙ
Ѣко отъ того тръп[_]нье мое	Ѣко отъ того тръпѣнье мое
ꙇ г҃лѭ семоу иди и ид[_]тъ	ꙇ г҃лѭ семоу иди и идетъ
и҅ ж[_]в[_]штиї въ градѣ и҅ в[_] црькви а҅нг҄ели о҅тидошꙙ о҅тътѫдоу	и҅ живѫштиї въ градѣ и҅ въ црькви а҅нг҄ели о҅тидошꙙ о҅тътѫдоу
Възд[_]адоуемъ сѩ о сп҃ні твоімъ і въ імѩ гі҃[_]ба҃ на[_]его възвелічімъ сѩ	Въздрадоуемъ сѩ о сп҃ні твоімъ і въ імѩ гі҃ ба҃ нашего възвелічімъ сѩ
Ї въстані[_]г҃і бж҃е мои повелѣньемъ їмъже[_]заповѣдѣ	Ї въстані г҃і бж҃е мои повелѣньемъ їмъже заповѣдѣ
въстани ꙇ вьзьми одръ тв[_]и и иди[_]въ домъ твои	въстани ꙇ вьзьми одръ твои и иди въ домъ твои
тльцѣте и отвръзетъ сѧ [_]амъ	тльцѣте и отвръзетъ сѧ вамъ
и прити къ и҃с[_]и	и прити къ и҃сви
вьси о̑убо рад[_]уѥ҅мъ сꙙ	вьси о̑убо радоуѥ҅мъ сꙙ
то[_]о послоушаите	того послоушаите
въ слѣдъ же шедъшѧ женꙑ ѩже [_]ѣахѫ пришълꙑ[_]съ [_]имь отъ гал[_]леѩ вид[_]шѧ гробъ и ѣко положено бꙑстъ тѣло его	въ слѣдъ же шедъшѧ женꙑ ѩже бѣахѫ пришълꙑ съ нимь отъ галилеѩ видѣшѧ гробъ и ѣко положено бꙑстъ тѣло его
Ті же не[_]познашѩ пѫтеі моіхъ	Ті же не познашѩ пѫтеі моіхъ
не и҅ꙁиска [_]҅гоже о҅хоуди	не и҅ꙁиска ѥ҅гоже о҅хоуди
о͑гн̑ь сии твои[_]стоуденъ ѥ[_]стъ	о͑гн̑ь сии твои стоуденъ ѥ͑стъ
не боит[_] сѧ	не боите сѧ
҅Антонинъ [_]лагола	҅Антонинъ глагола
добрѣа ти естъ съ единѣмь окомь вь[_]животъ вьнити [_]еж[_] дьвѣ оч[_] имѫштю въвръженоу бꙑти въ ꙉеонѫ огньн[_]ѭ҄	добрѣа ти естъ съ единѣмь окомь вь животъ вьнити неже дьвѣ очи имѫштю въвръженоу бꙑти въ ꙉеонѫ огньнѫѭ҄
[_]҅ въвръгошꙙ прѣдъ н҄имъ кожѫ главꙑ ѥ[_]го и҅ [_]ꙁꙑкъ въ коноб[_] пь҆ць҆лънꙑи҆	и҅ въвръгошꙙ прѣдъ н҄имъ кожѫ главꙑ ѥ҅го и҅ ѩꙁꙑкъ въ конобъ пь҆ць҆лънꙑи҆
ст꙯ааго о҅ц꙯[_] нашего їѡ̑а҅н[_]а[_]ꙁла[_]оо̑устааго слово[_]въ новѫѭ̑ недѣл҄ѫ и҅ о҅ невѣрьствиї а҅по͡ла ѳомꙑ	ст꙯ааго о҅ц꙯а нашего їѡ̑а҅нна ꙁлатоо̑устааго слово въ новѫѭ̑ недѣл҄ѫ и҅ о҅ невѣрьствиї а҅по͡ла ѳомꙑ
мѣс[_]оу же томꙋ и҅мꙙ ѳолас	мѣстоу же томꙋ и҅мꙙ ѳолас
доб[_]ѣ прорече ис[_]иѣ о васъ лицемѣри ѣкоже ес[_]ъ псно	добрѣ прорече исаиѣ о васъ лицемѣри ѣкоже естъ псно
бѣ ж[_] вь҆сь҆жде ѥ҅же на н҄емъ раꙁоумѣѥ҅моѥ божь[_][_]тво	бѣ же вь҆сь҆жде ѥ҅же на н҄емъ раꙁоумѣѥ҅моѥ божь҆ство
[_]ълоучи бо сꙙ намъ се на добр[_]	сълоучи бо сꙙ намъ се на добро
отъвѣшта и҃с и рече ем[_]у	отъвѣшта и҃с и рече емоу
ꙇ абие ꙇштисти сѧ отъ про[_]азꙑ	ꙇ абие ꙇштисти сѧ отъ проказꙑ
Пакꙑ ѫ҅родивꙑ ѧ наричетъ покаꙁаѧ ꙗ҅ко ничтоже ѫ[_]роди и҅же сь҆де събираа҅тъ и҅ о҅тъходитъ нагъ о҅намо и҅жде пач[_] чловѣколюбь[_] намъ [_]рѣбѣ и҅[_]де множа[_]҅[_]и [_]илость҆	Пакꙑ ѫ҅родивꙑ ѧ наричетъ покаꙁаѧ ꙗ҅ко ничтоже ѫ҅роди и҅же сь҆де събираа҅тъ и҅ о҅тъходитъ нагъ о҅намо и҅жде паче чловѣколюбьѥ намъ трѣбѣ и҅жде множаи҅ши милость҆
аште ли же ни за та д[_]ла вѣрѫ емле[_]те ми	аште ли же ни за та дѣла вѣрѫ емле҄те ми
н[_] мозѣмъ [_]изъ штⱕдѣти за породѫ ѭ҄же погоубихомъ	не мозѣмъ ризъ штⱕдѣти за породѫ ѭ҄же погоубихомъ
онъ же [_]ече имъ	онъ же рече имъ
раждьꙁи и[_]стесѣ мои и҅[_]срь҆дь҆це ми	раждьꙁи и҅стесѣ мои и҅ срь҆дь҆це ми
рѣхъ оубо[_]вамъ ѣко оумьрете въ гр[_]сѣхъ вашихъ	рѣхъ оубо вамъ ѣко оумьрете въ грѣсѣхъ вашихъ
мороу прѣ[_]тааше и҅ о̑утишаа҅ше [_]ꙙ	мороу прѣштааше и҅ о̑утишаа҅ше сꙙ
Сьі пріносъ прін[_]сенъі тебѣ [_]҃і просімъ тѧ пр[_]ꙇмі ꙇже есі благословестілъ на съпасение на[_]е г҃мь [_]аші	Сьі пріносъ прінесенъі тебѣ г҃і просімъ тѧ пріꙇмі ꙇже есі благословестілъ на съпасение наше г҃мь наші
и͑ а͑ко прѣ[_]ъста прѣдъ а[_]нѳ[_]патомъ и͑ рече к н̑емоу	и͑ а͑ко прѣдъста прѣдъ а͑нѳупатомъ и͑ рече к н̑емоу
[_]нъ же абье г҃ла съ н҄ими ꙇ р[_]че ꙇмъ	онъ же абье г҃ла съ н҄ими ꙇ рече ꙇмъ
АЛЕЛОУЇѢ	АЛЕЛОУЇѢ
Положилъ нꙑ есі въ [_]рітъчѭ [_]ъ ѩзꙑцѣхъ Покꙑванье главꙑ въ л[_]дехъ	Положилъ нꙑ есі въ прітъчѭ въ ѩзꙑцѣхъ Покꙑванье главꙑ въ людехъ
великѫ [_]о печаль҆ и҅матъ [_]҅ тебѣ	великѫ бо печаль҆ и҅матъ о҅ тебѣ
СЛАВА	СЛАВА
А[_]ъ же оусънѫхъ ї съпахъ	Азъ же оусънѫхъ ї съпахъ
и҅ г꙯лаахѫ	и҅ г꙯лаахѫ
ѥ͑же и͑ сътвор[_]	ѥ͑же и͑ сътвори
Ж[_]на твоѣ ѣко лоза плодовита г[_]бьзѩщиѣ Вь [_]транахъ домоу твоего	Жена твоѣ ѣко лоза плодовита гобьзѩщиѣ Вь странахъ домоу твоего
҆Ѡ веле дѣло чоудь҆[_]о	҆Ѡ веле дѣло чоудь҆но
дошедъшемъ же[_]и͑мъ на [_]̑утрь͗я въ команѫ слышаахѫ о͑тъ многъ ѥ͑ж[_] творѣше воѥвода мѫк[_] крьстия͑[_]омъ	дошедъшемъ же и͑мъ на о̑утрь͗я въ команѫ слышаахѫ о͑тъ многъ ѥ͑же творѣше воѥвода мѫкы крьстия͑номъ
ꙇ се ч҃лвкъ бѣ тоу[_]рѫкѫ имꙑ [_]оухѫ	ꙇ се ч҃лвкъ бѣ тоу рѫкѫ имꙑ соухѫ
и͑ насільѥ сътво[_]ишⱕ ѥмоу не сък[_]нь͗чати ѥже о͑бѣшта[_]ⱕ сⱕ	и͑ насільѥ сътворишⱕ ѥмоу не съконь͗чати ѥже о͑бѣшташⱕ сⱕ
Гь҃ покровъ твої на р[_]кѫ деснѫѭ тв[_]ѭ	Гь҃ покровъ твої на рѫкѫ деснѫѭ твоѭ
дроугыѧ͑ же в[_]͗ темницѫ о͑тъпоуш[_]аа͑ше	дроугыѧ͑ же вь͗ темницѫ о͑тъпоуштаа͑ше
и҅ младеништи про[_]о[_]ѣдаѭ̑тъ сихъ къ богоу поꙁнаниꙗ младень҆ство и҅ ѥ[_]же по с[_]м[_] на благочь҆стиѥ съврь҆шениѥ	и҅ младеништи проповѣдаѭ̑тъ сихъ къ богоу поꙁнаниꙗ младень҆ство и҅ ѥ҅же по семꙿ на благочь҆стиѥ съврь҆шениѥ
сим[_] [_]оꙁдѣ нѣкъгда въ сло[_]ха въшедъшемъ мѣн҄ен[_]аго чь[_]сть҆нааго костантина цѣса[_]а [_]е прѣꙁь[_]рѣ нъ книгꙑ написавъ и҅ посълавъ того поо̑уштааше о҅во[_]накаꙁаниѥмъ о҅во е҅питимиѭ̑ [_]а сꙙ о҅станетъ о̑уже к томо[_] о[_]тъ таковꙑѧ богоборънꙑѧ хоулꙑ	симъ поꙁдѣ нѣкъгда въ слоуха въшедъшемъ мѣн҄енааго чь҆сть҆нааго костантина цѣсара не прѣꙁь҆рѣ нъ книгꙑ написавъ и҅ посълавъ того поо̑уштааше о҅во накаꙁаниѥмъ о҅во е҅питимиѭ̑ да сꙙ о҅станетъ о̑уже к томоу о҅тъ таковꙑѧ богоборънꙑѧ хоулꙑ
рѫцѣ и͑мѫтъ и͑[_]не посꙙжѫтъ	рѫцѣ и͑мѫтъ и͑ не посꙙжѫтъ
и҅ т[_]ь҆пѣѣ҅ше[_]влѣкомъ творьць҆ о҅тъ твари	и҅ трь҆пѣѣ҅ше влѣкомъ творьць҆ о҅тъ твари
от҃ц бо любитъ с҃на [_] вьсѣ показаа[_]ъ емоу ѣж[_] самъ творитъ ꙇ большаа сихъ покажетъ емоу дѣла да [_]ꙑ чюдите с[_]	от҃ц бо любитъ с҃на и вьсѣ показаатъ емоу ѣже самъ творитъ ꙇ большаа сихъ покажетъ емоу дѣла да вꙑ чюдите сѧ
слꙑшавъ[_]же и҃с рече	слꙑшавъ же и҃с рече
и͑ д[_] съмотриїмъ [_]обрааго съвъкоупье͑ния͑ ѧ[_]же о͑ни съкоупишⱕ	и͑ да съмотриїмъ добрааго съвъкоупье͑ния͑ ѧ͑же о͑ни съкоупишⱕ
лаꙁарь҆ дроугъ нашъ[_]о̑усьпе	лаꙁарь҆ дроугъ нашъ о̑усьпе
Егда же нечистъꙇ д҃хъ ꙇзидетъ отъ ч҃ка прѣходитъ сквоз[_] без[_]ънаѣ мѣста[_]ꙇш[_]ѧ покоѣ [_] не обрѣтаетъ	Егда же нечистъꙇ д҃хъ ꙇзидетъ отъ ч҃ка прѣходитъ сквозѣ бездънаѣ мѣста ꙇштѧ покоѣ ꙇ не обрѣтаетъ
ПѢСНЬ СТЕПЕНН[_]А	ПѢСНЬ СТЕПЕННАА
поклонімъ сѩ і пріпад[_]мъ емоу	поклонімъ сѩ і пріпадѣмъ емоу
и͑ ꙗ͑ко помлъча свꙙтꙑи͗ перинии͗ нечь͗стивꙑи[_] повелѣ раждегъше желѣза[_][_][_]ло жешти [_] по ребромъ	и͑ ꙗ͑ко помлъча свꙙтꙑи͗ перинии͗ нечь͗стивꙑи͗ повелѣ раждегъше желѣза зѣло жешти и по ребромъ
нъ о̑уб[_] слꙑши о҅ христовь҆нѣи҅ [_]ѫцѣ в[_]шьн҄еѥ слово	нъ о̑убо слꙑши о҅ христовь҆нѣи҅ мѫцѣ вꙑшьн҄еѥ слово
Потокъ пр[_]їде дш҃а наша	Потокъ прѣїде дш҃а наша
Азъ же нищъ[_]есмъ і оубогъ	Азъ же нищъ есмъ і оубогъ
Ѡбід[_] мѩ ѣко вода вьсь день	Ѡбідѫ мѩ ѣко вода вьсь день
сего раді помаза тѩ б҃ъ б҃ъ твои Олѣім[_] радості паче причѩстънік[_] т[_]оі[_]ъ	сего раді помаза тѩ б҃ъ б҃ъ твои Олѣімъ радості паче причѩстънікъ твоіхъ
б҃лгсв҄ена тꙑ въ ж[_]нахъ	б҃лгсв҄ена тꙑ въ женахъ
Грѩдѫште же прідѫтъ радостіѭ [_]ьзе[_]лѭште [_]ѫковѩти своѩ	Грѩдѫште же прідѫтъ радостіѭ вьземлѭште рѫковѩти своѩ
еда тꙑ болеи еси о҃тца наше[_]о авра[_]ма ꙇже оумьрѣтъ	еда тꙑ болеи еси о҃тца нашего авраама ꙇже оумьрѣтъ
и҅ въ болѣꙁни бꙑстъ[_]беꙁаконии[_] ради нашихъ	и҅ въ болѣꙁни бꙑстъ беꙁаконии҆ ради нашихъ
и҅ се рекꙿша о[_]тидоста о҅тъ н҄ег[_]	и҅ се рекꙿша о҅тидоста о҅тъ н҄его
Гь[_] съ нб҃сі прініче на сн҃ъі чл҃чѩ відѣті ѣште е[_]тъ разоумѣваѩі л[_][_]възискаѩі б҃а	Гь҃ съ нб҃сі прініче на сн҃ъі чл҃чѩ відѣті ѣште естъ разоумѣваѩі лі възискаѩі б҃а
не видите ли [_]ьсѣхъ сихъ	не видите ли вьсѣхъ сихъ
Да прідетъ емоу с[_]ть еѩже не сьвѣстъ И лесть ѭже съкръ[_] об[_]метъ і	Да прідетъ емоу сѣть еѩже не сьвѣстъ И лесть ѭже съкръі обьметъ і
Слꙑшавъ же кнꙙꙁь҆ бꙑвъшаꙗ приде вь҆[_]никомидиѭ[_]	Слꙑшавъ же кнꙙꙁь҆ бꙑвъшаꙗ приде вь҆ никомидиѭ҄
о҅ни же о҄у[_]лꙑша[_]ъ[_]е и҅ ради бꙑвъше дашꙙ ѥ҅моу два ꙁлатика	о҅ни же о҄услꙑшавъше и҅ ради бꙑвъше дашꙙ ѥ҅моу два ꙁлатика
тꙑ къто [_]си	тꙑ къто еси
СЛАВА	СЛАВА
и҅ бꙑшꙙ	и҅ бꙑшꙙ
аминь амин г҃лѭ вамъ[_]ѣко грѧ[_]етъ година и нꙑнѣ естъ егда мрътвии оуслꙑшѧ[_]ъ г҃лсъ сна б҃жиѣ ꙇ оу[_]лꙑшавъшеи ожи[_]ѫ[_]ъ	аминь амин г҃лѭ вамъ ѣко грѧдетъ година и нꙑнѣ естъ егда мрътвии оуслꙑшѧтъ г҃лсъ сна б҃жиѣ ꙇ оуслꙑшавъшеи оживѫтъ
егда же [_]згънанъ бꙑст[_] народъ въшедъ ѩтъ ѭ з[_] рѫкѫ ꙇ въста дѣвица	егда же изгънанъ бꙑстъ народъ въшедъ ѩтъ ѭ за рѫкѫ ꙇ въста дѣвица
не можетъ бо и҅ꙁъо҅билов[_]ти	не можетъ бо и҅ꙁъо҅биловати
азъ есмъ	азъ есмъ
о҅тъмь҆нѣвъ же[_]с[_]҆вѣстиѭ̑ и҅ꙁидохъ к н҄еи҆	о҅тъмь҆нѣвъ же сь҆вѣстиѭ̑ и҅ꙁидохъ к н҄еи҆
нъ поклан҄яѥ͑мъ [_]ⱕ тр[_]и͑ци ѥ͑дʼносѫшть͗нѣ[_]и неразлѫчь͗нѣ	нъ поклан҄яѥ͑мъ сⱕ трои͑ци ѥ͑дʼносѫшть͗нѣ и неразлѫчь͗нѣ
т[_] съ агг҄еломъ не[_]идимо съпь҆рѫ сꙙ	ти съ агг҄еломъ невидимо съпь҆рѫ сꙙ
[_]ш꙯а моꙗ сь҆мꙙте сꙙ	дш꙯а моꙗ сь҆мꙙте сꙙ
Тъі заповѣдѣ заповѣ[_]и твоѩ [_]ранити ѩ ѕѣло	Тъі заповѣдѣ заповѣди твоѩ Хранити ѩ ѕѣло
ѣ[_]ꙙи хлѣбъ съ живъ бѫдетъ въ[_]вѣкъ	ѣдꙙи хлѣбъ съ живъ бѫдетъ въ вѣкъ
благословь҆ѥ҅нъ грꙙдꙑи҆ въ и[_]мꙙ гос[_]од[_]҆[_]е съпасъ прѣль҆штена[_][_]го чловѣка роушитъ прѣльсть҆ о҅свѣтитъ т[_]мь҆нꙑѧ о̑у[_]раꙁнитъ капиштемъ прѣль҆штениѥ и҅ в[_]҆ т[_]го мѣсто вь҆вести богопоꙁнаниѥ [_]ъпась҆но о[_]свꙙтити миръ прогнати скврь҆нѫ и҅ стꙑ[_]ость҆ поустошь҆[_]ꙑи҆хъ б꙯а слоужениꙗ҆	благословь҆ѥ҅нъ грꙙдꙑи҆ въ и҅мꙙ господь҆не съпасъ прѣль҆штенаа҅го чловѣка роушитъ прѣльсть҆ о҅свѣтитъ тъмь҆нꙑѧ о̑упраꙁнитъ капиштемъ прѣль҆штениѥ и҅ въ҆ того мѣсто вь҆вести богопоꙁнаниѥ съпась҆но о҅свꙙтити миръ прогнати скврь҆нѫ и҅ стꙑдость҆ поустошь҆нꙑи҆хъ б꙯а слоужениꙗ҆
ꙇ [_]ъниде[_][_]ождъ и придѫ рѣкꙑ и вьзвѣашѧ вѣтри и опьрѣшѧ сѧ храминѣ тои	ꙇ съниде дождъ и придѫ рѣкꙑ и вьзвѣашѧ вѣтри и опьрѣшѧ сѧ храминѣ тои
[_]его ради родителѣ его рѣсте ѣ[_]о	сего ради родителѣ его рѣсте ѣко
хлѣбъ[_]нашъ наставъш[_]аго дьне даждъ намъ дънесь	хлѣбъ нашъ наставъшааго дьне даждъ намъ дънесь
Ꙇ въ[_]роси і пилатъ	Ꙇ въпроси і пилатъ
Гъ҃ поможетъ емоу н[_] дрѣ б[_]лѣзні его	Гъ҃ поможетъ емоу на дрѣ болѣзні его
[_]етворꙑ бо сѫтъ в[_]҆сꙙ [_]҅ томь҆ раꙁличь҆ намъ съкаꙁаѭ҄штꙙ	четворꙑ бо сѫтъ вь҆сꙙ о҅ томь҆ раꙁличь҆ намъ съкаꙁаѭ҄штꙙ
Вьшедъ вь нѣ їсповѣмь сѩ [_]҃ю	Вьшедъ вь нѣ їсповѣмь сѩ г҃ю
и҅ прилеж[_]ѣѥ҆ [_]олꙙ и҅ подвижь҆нѣѥ҆ с[_]꙯ꙑи҆ о҅ н҄емь҆[_]молꙗаше б꙯а побѣдити свои҅мъ чк꙯олюбии[_]мъ ꙁълобѫ мѫжа	и҅ прилежнѣѥ҆ молꙙ и҅ подвижь҆нѣѥ҆ ст꙯ꙑи҆ о҅ н҄емь҆ молꙗаше б꙯а побѣдити свои҅мъ чк꙯олюбии҅мъ ꙁълобѫ мѫжа
по вѣрѣ т[_]оѥи бѫди ти	по вѣрѣ твоѥи бѫди ти
то почто о҅ н҄ихъже вѣс[_] тѫж[_]ши	то почто о҅ н҄ихъже вѣси тѫжиши
